Name,Rating,Type,Type1,Hours,About,suggest_duration,ImageURL,Address,Guide
Steamboat Ski Resort,4.5, Biking Trails , Ski & Snowboard Areas,NULL,"A year-round resort offering winter and spring skiing on 165 trails of trademark ""champagne powder,"" plus hiking, biking and other outdoor activities in summer and fall.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/34/17/5e/steamboat-ski-resort.jpg?w=100&h=-1&s=1,"2305 Mount Werner Cir, Steamboat Springs, CO 80487-9023",NULL
Wind Caves Hike,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/05/c2/dc/viewing-looking-down.jpg?w=100&h=-1&s=1,NULL,NULL
Miners Ravine Trail Loop,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/92/3b/96/mrt.jpg?w=100&h=-1&s=1,"7500 Sierra College Blvd., Roseville, CA 95661",NULL
Devonian Fossil Gorge,4.5,NULL,NULL,6:00 AM - 10:00 PM,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/bb/ee/11/20170319-112456-largejpg.jpg?w=100&h=-1&s=1,NULL,NULL
Postcards-The The Staten Island September 11 Memorial,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/49/d9/ce/postcards-the-the-staten.jpg?w=100&h=-1&s=1,,NULL
Roloff Farms,4.5,NULL,NULL,10:00 AM - 6:00 PM,,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/b8/2f/de/entrance-to-farm.jpg?w=100&h=-1&s=1,"23985 NW Grossen Dr, Hillsboro, OR 97124-8149",NULL
Children's Discovery Museum,4.5,Science Museums , Children's Museums,"9:30 AM - 12:30 PM, 1:30 PM - 4:30 PM","Since opening in 1990, Children’s Discovery Museum of San Jose has become one of largest and most respected museums of its kind in the nation. With interactive exhibits and programs encompassing science, humanities, performing arts, and health and physical fitness, the award-winning Museum offers new exhibits each year that respond to children's diverse educational needs. With the broad themes of community, connections and creativity, hands-on exhibits invite self-directed, open-ended explorations.",2-3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/27/65/0c/children-s-discovery.jpg?w=100&h=-1&s=1,"180 Woz Way, San Jose, CA 95110-2780",NULL
Untermyer Gardens,4.5,NULL,NULL,9:00 AM - 6:00 PM,"Untermyer Gardens is a 46 acre former estate that is now a public garden. Open seven days a week it includes multiple garden areas including a Walled Garden, a grand Vista, a Ruin Garden, the Temple of Love, a Rhododendron Walk and a Rock and Stream Garden.",1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/39/3a/07/untermyer-gardens.jpg?w=100&h=-1&s=1,"945 N Broadway, Yonkers, NY 10701-1300",NULL
Standin' on the Corner,4.5,NULL,NULL,12:00 AM - 11:59 PM,"Welcome to Standin' on The Corner in Winslow, Arizona, a legendary landmark that has captured the hearts and imaginations of music lovers and road-trippers alike. The historic Corner, made famous by the Eagles' hit song ""Take it Easy,"" is a must-see for anyone traveling Route 66 or exploring the American Southwest. The corner is in the heart of Winslow's downtown, a once bustling hub that thrived on Route 66 traffic before the interstate construction. Today, it is a tribute to the past, a reminder of the glory days of American road travel. Visitors can stand on the corner, snap a photo with the iconic statue, and soak in the nostalgia of this beloved cultural landmark. The Standin' on The Corner Foundation works tirelessly to preserve the history and legacy of the iconic Corner, throwing one of Arizona's longest-running music festivals during the last weekend of September.",1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/d2/7e/66/winslow.jpg?w=100&h=-1&s=1,"NE Corner of Kinsley & E 2nd St. Standin' on The Corner Park, Winslow, AZ 86047",NULL
49 Black Sand Beach,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/d8/20/22/49-black-sand-beach.jpg?w=100&h=-1&s=1,"68-1107 Honokaope Pl, Waikoloa, Island of Hawaii, HI 96743-8604",NULL
Une Annee Brewery,4.0,NULL,NULL,NULL,,1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/a8/5a/89/ipa-flight.jpg?w=100&h=-1&s=1,"6343 W Gross Point Rd, Niles, IL 60714",NULL
Casco Bay,4.5,Bodies of Water , Beaches,NULL,Ship traffic here runs the gamut from lobster boats to oil tankers and cruise lines; also look for the many photogenic lighthouses.,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/8a/a3/5f/img-20180626-140059607.jpg?w=100&h=-1&s=1,NULL,NULL
Redondo Beach,4.5,NULL,NULL,NULL,,1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/19/cf/14/redondo-state-beach.jpg?w=100&h=-1&s=1,"Redondo Beach Rd, Redondo Beach, CA 90277",NULL
Pima Air and Space Museum,4.5,NULL,NULL,9:00 AM - 5:00 PM,"400+ aircraft, 80 acres, 6 indoor air-cooled hangars... just plane awesome! We’re one of the world's largest aircraft collections including 3 hangars of WWII planes, the SR-71, the world's smallest biplane, and many other unique private, military, and commercial air & spacecraft documenting the evolution of flight. There’s something for the everyone from a “flight simulator” Boeing 720 cockpit, the Women in Flight Gallery, and an all around mecca for the aviation aficionado. We give the only tour of the ""Boneyard""/AMARG (M-F, no holidays, 16-day advanced reservations required) plus a tram tour of the museum's 80 acres and one-of-a-kind planes. You can actually touch aviation history like ""Freedom One"" (that flew American hostages home after 444 days in Iran), presidential planes, others with wingspans the near the length of a football field... ogle helicopters, MiGs, an Oscar, a rare German buzz bomb, a moon rock, and much more!",More than 3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/cc/74/e4/photo3jpg.jpg?w=100&h=-1&s=1,"6000 E Valencia Rd, Tucson, AZ 85756-9403",NULL
McLarty Treasure Museum,4.5,NULL,NULL,10:00 AM - 4:00 PM,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/0f/cb/0a/mclarty-treasure-museum.jpg?w=100&h=-1&s=1,"13180 North A1A Sebastian Inlet State Park, Vero Beach, FL 32963",NULL
Beach at Daytona Beach,4.5,NULL,NULL,NULL,"This world-famous 23-mile long stretch of white sandy beach allows vehicle driving during daylight hours, and offers nearly every water sport imaginable as well as a lively boardwalk.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/15/42/f6/close-to-pier.jpg?w=100&h=-1&s=1,NULL,NULL
Black Bear Wilderness Area,4.5,Nature & Wildlife Areas , Hiking Trails,NULL,,More than 3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/bd/80/0a/swamp.jpg?w=100&h=-1&s=1,"5298 Michigan Ave 7.1 Miles, 1600 Acres, Sanford, FL 32771-8573",NULL
George C. Marshall's Dodona Manor,5.0, Architectural Buildings , History Museums,10:00 AM - 4:00 PM,"George C. Marshall's Dodona Manor is situated on 3.8 acres of gardens on the eastern end of Leesburg's Old and Historic District. The site is designated a National Historic Landmark as the residence of General George C. Marshall from 1941 until 1959. During his residency in the home, General Marshall served our nation as Chief of Staff of the Army, as Special Envoy to China, as Secretary of State, as President of the American Red Cross, and as Secretary of Defense. His career as a military officer spanned 44 years, including distinguished service in two world wars. General Marshall was the architect of the European Recovery Plan (The Marshall Plan), and was awarded the Nobel Peace Prize in 1953. General Marshall was described as the ""Greatest American of the twentieth century"" by both Franklin Roosevelt and Winston Churchill. More than 90 percent of the items in the house belonged to the Marshalls when they lived here in the 1950s.",1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/db/3d/97/marshall-house-as-seen.jpg?w=100&h=-1&s=1,"312 E Market St, Leesburg, VA 20176-4100",NULL
Rainbow Falls,4.5,NULL,NULL,NULL,,2-3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/3d/95/93/rainbow-falls-near-mammoth.jpg?w=100&h=-1&s=1,NULL,NULL
Channel Islands Harbor,4.5,NULL,NULL,NULL,"Neighbor to the scenic Channel Islands, Channel Islands Harbor is a working harbor that offers fun-filled water activities for the whole family. About an hour's drive north from Los Angeles, the Harbor features several beach-lined parks and coastline for picnics and surfing, as well as nearby biking and walking paths. While at the Harbor, visit our many shops and dine at one of several restaurants with menus ranging from deli sandwiches to Brazilian cuisine. Be sure to check out the Channel Islands Maritime Museum with its ever-changing exhibitions, world-class maritime art, and ship models.",More than 3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/ab/b9/6e/this-is-a-great-view.jpg?w=100&h=-1&s=1,"3900 Pelican Way L#5200, Oxnard, CA 93035-4079",NULL
Ca d'Zan,4.5,NULL,NULL,10:00 AM - 5:00 PM,"Ca' d'Zan is a venue of The John and Mable Ringling Museum of Art. Visit ringling.org to purchase a tour. The home of the circus king and his wife, a couple from humble mid-western origins, Ca’ d’Zan stands as a testament to the American Dream of the Roaring Twenties. Inspired by the Venetian Gothic style of the palazzos that ring the Venice canals, this dazzling palatial mansion perfectly captures the splendor and romance of the Italy the Ringlings so loved. For tour information please visit ringling.org",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/76/2b/ad/historic-ca-d-zan-mansion.jpg?w=100&h=-1&s=1,"5401 Bay Shore Rd, Sarasota, FL 34243-2161",NULL
Battleship New Jersey,4.5,Historic Sites , History Museums,10:00 AM - 4:00 PM,"Open for tours everyday from 10am to 4pm. The Battleship New Jersey Museum and Memorial is open for tours. Experience the Fire Power tour! Climb inside the 16-inch gun turret, track a tomahawk missile launch in the Combat Engagement Center, walk down Broadway and more! Purchase Tickets - https://www.battleshipnewjersey.org Our YouTube channel - https://www.youtube.com/battleshipnewjersey",1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/da/57/3e/visit-battleship-new.jpg?w=100&h=-1&s=1,"62 Battleship Pl, Camden, NJ 08103-3302","How to get there
Entertainment Center • 4 min walk
Aquarium • 9 min walk"
Ozark Distillery and Brewery,5.0,NULL,NULL,10:00 AM - 8:00 PM,"Ozark Distillery is a small family owned and operated craft distillery offering hand crafted spirits. We produce Corn Whiskey Moonshine, Bourbon Whiskey, Premium Vodka, Apple Pie Moonshine, Blackberry Moonshine, Vanilla Bean Moonshine and Butterscotch Moonshine. We offer tastings Tuesday thru Saturday, closed Sunday and Monday. Tours on Saturdays. Tours last approximately 45 minutes. Tour fee is $20 per person for anyone over 12 yrs old. Kids under 12 are free. Ozark Brewery is our newest addition. Craft brewed beers on tap including our bourbon barrel stout. Several varieties of craft brew to sample. We also offer Pizza and cocktails.",1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/90/d7/60/dave-s-57-in-front-parking.jpg?w=100&h=-1&s=1,"1684 Highway Kk, Osage Beach, MO 65065-4815",NULL
Bodega Head,5.0,Beaches , Geologic Formations,NULL,A rugged and recommended whale-watching promontory along the California coast.,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/8a/16/13/secluded-beach-beneath.jpg?w=100&h=-1&s=1,"Westshore Road, Bodega Bay, CA 94923",NULL
Fenelon Place Elevator Co.,4.5,NULL,NULL,8:00 AM - 10:00 PM,"Historic cable car. Also known as the Fourth Street Elevator, this funicular railway has been called ""the world's steepest, shortest scenic railway."" Great view of downtown Dubuque, the Mississippi River and 3 states. Buses should go to the bottom of the bluff. Please use 4th and Bluff Streets for GPS. Narrow streets with parking on both sides at the top of the bluff. Open 8 AM to 10 PM daily April 1 though November 30. Closed Thanksgiving. We do not accept debit or credit cards.",< 1 hour,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/5e/48/e8/fenelon-place-elevator.jpg?w=100&h=-1&s=1,"512 Fenelon Pl, Dubuque, IA 52001-6631",NULL
West Virginia University,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/0f/cb/ee/national-register-of.jpg?w=100&h=-1&s=1,"1 Waterfront Pl, Morgantown, WV 26501-5978",NULL
South Coast Plaza,4.5,NULL,NULL,11:00 AM - 8:00 PM,"South Coast Plaza is a renowned international shopping destination and home to an unrivaled collection of more than 250 luxury and fashion boutiques, 30 restaurants and the adjacent celebrated Segerstrom Center for the Arts. Conveniently located in Orange County near world-famous beaches, Disneyland Resort and the John Wayne Airport, South Coast Plaza offers unparalleled shopping experiences and programs for the travel trade.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/c5/74/81/south-coast-plaza.jpg?w=100&h=-1&s=1,"3333 Bristol St, Costa Mesa, CA 92626-1873",NULL
New York State Capitol,4.5, Historic Sites , Government Buildings,NULL,"The New York State Capitol has served as the seat of government for New York since the 1880's. Over 125 years old, the building is a marvel of late 19th-century architectural grandeur. Built by hand of solid masonry, it took 5 architects and 32 years to complete. Over the years meticulous restoration has been done to maintain and protect the Capitol for future generations of New Yorkers.",2-3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/ae/8c/6d/new-york-state-capitol.jpg?w=100&h=-1&s=1,"State St., Albany, NY 12207",NULL
Indian Pueblo Cultural Center,4.5, Natural History Museums , History Museums,9:00 AM - 4:00 PM,"IPCC was founded in 1976 and is jointly owned and operated by the 19 Pueblos of New Mexico. Located in the historic Albuquerque Indian School District just minutes from Downtown and Old Town Albuquerque, the Indian Pueblo Cultural Center is a world-class museum and cultural center created to be a place where we, Pueblo people, can tell our story. The Indian Pueblo Cultural Center is the only place in North America to host traditional Native American dances every weekend year round and also offers an exciting schedule of cultural and community activities, including rotating museum exhibits, events with Native American artists, hands-on children’s programs & art festivals. Visitors can also experience the award-winning Native Sourced, Pueblo Inspired cuisine of Pueblo Harvest and shop at the Indian Pueblo Store, a trusted destination for authentic handcrafted Native American art.",2-3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/15/f7/45/dancing-with-enthusiasm.jpg?w=100&h=-1&s=1,"2401 12th St NW Park in North Parking Lot, Albuquerque, NM 87104-2302",NULL
Robert Moses State Park,4.5,State Parks , Parks,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/cc/e5/8f/robert-moses-state-park.jpg?w=100&h=-1&s=1,"600 Robert Moses State Parkway, Fire Island, NY 11702-4610",NULL
Round Rock Express,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/5c/1d/65/i-m-going-to-miss-this.jpg?w=100&h=-1&s=1,"3400 E Palm Valley Blvd, Round Rock, TX 78665-3906",NULL
Old Cowtown Museum,4.5,Historic Sites , History Museums,10:00 AM - 5:00 PM,"Be transported back in time at this unique, 23 acre open-air history museum that recreates Wichita and Sedgwick County, Kansas from 1865 to 1880. Museum staff dress in period costume and demonstrate everyday activities including, gardening, tending livestock and cooking. Historic Wichita Cowtown Inc. works with the City of Wichita to further the Museum and its mission. Established in 1950, Cowtown's unique programming chronicles Wichita's transformation from a frontier settlement to a cattle town to an agricultural and manufacturing area. The Museum has the distinction of being accredited by the American Alliance of Museums, the highest national recognition achievable by a museum. Accreditation recognizes high standards in individual museums and ensures they continue to uphold public trust. Only 3 percent of the nation's estimated 34,144 museums are accredited.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/2d/da/04/the-museum.jpg?w=100&h=-1&s=1,"1865 W Museum Blvd, Wichita, KS 67203-3295",NULL
